number,value,datetime_start,datetime_complete,duration,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
246,52.89,2025-01-20 08:09:19.627097,2025-01-20 08:11:08.210180,0 days 00:01:48.583083,1.2523003769351886,1.731898342192638,0.49547541077859053,0.08838550712600568,75,7,Adam,0.00025976824905618205,1,0.43839652053776756,True,COMPLETE
247,52.66,2025-01-20 08:09:52.897591,2025-01-20 08:11:30.163499,0 days 00:01:37.265908,1.2609760182979113,1.7804455353113466,0.5053250401727164,0.07263298621692821,72,9,Adam,0.0003237142176870733,1,0.13259882601774267,True,COMPLETE
248,52.71,2025-01-20 08:11:08.271964,2025-01-20 08:12:35.814420,0 days 00:01:27.542456,1.2657370759825504,1.8058130978384794,0.4939696688044288,0.07157961748860563,71,9,Adam,0.0002257681066204821,1,0.11189307208750415,True,COMPLETE
249,52.39,2025-01-20 08:11:30.236612,2025-01-20 08:13:17.357654,0 days 00:01:47.121042,1.272142258913668,1.8171508451770866,0.5308381097531055,0.06123712345638927,72,9,Adam,0.00018613202631462313,1,0.7050615517665219,True,COMPLETE
250,52.849999999999994,2025-01-20 08:12:35.872813,2025-01-20 08:14:36.275432,0 days 00:02:00.402619,1.2136481814756213,1.7055915737490854,0.5241394477440928,0.06700349166620288,72,7,Adam,0.00032856921617132424,1,0.6478732067212861,True,COMPLETE
251,52.949999999999996,2025-01-20 08:13:17.456570,2025-01-20 08:15:22.884159,0 days 00:02:05.427589,1.1993935654459122,1.705931314531603,0.49156243322773857,0.06013464746609532,73,7,Adam,0.00040758248100299874,1,0.7132077359037888,True,COMPLETE
252,52.04,2025-01-20 08:14:36.351512,2025-01-20 08:16:17.463095,0 days 00:01:41.111583,1.2334238751261557,1.7670597948982028,0.4815727742355388,0.05886072533815438,74,14,Adam,0.0004214199778679038,1,0.42039919281810967,True,COMPLETE
253,52.82,2025-01-20 08:15:22.982706,2025-01-20 08:17:20.454427,0 days 00:01:57.471721,1.2279255999212069,1.7640160578420692,0.4925950735484908,0.06134449896205567,74,8,Adam,0.00041596324475864785,1,0.5037453549433175,True,COMPLETE
254,52.43,2025-01-20 08:16:17.533688,2025-01-20 08:17:46.511467,0 days 00:01:28.977779,1.1875220314181247,1.6882969539807133,0.5498526014056292,0.05203944357943411,73,8,Adam,0.000482730882619747,1,0.40270579476828844,True,COMPLETE
255,52.910000000000004,2025-01-20 08:17:20.539865,2025-01-20 08:19:47.141325,0 days 00:02:26.601460,1.1871923896883232,1.7300568567062926,0.5125547722390641,0.05087724501215296,73,6,Adam,0.0005021041136368935,1,0.826679917937825,True,COMPLETE
256,52.769999999999996,2025-01-20 08:17:46.594361,2025-01-20 08:19:30.052009,0 days 00:01:43.457648,1.1884927302793353,1.7326205127972676,0.5129790395682379,0.05139454174389225,70,6,Adam,0.00035800940907596484,1,0.7592420025204161,True,COMPLETE
257,53.06999999999999,2025-01-20 08:19:30.109387,2025-01-20 08:21:10.759145,0 days 00:01:40.649758,1.2754789427814506,1.68040034015647,0.4927188505184104,0.06417294683765913,72,5,Adam,0.0005033776687215549,1,0.8272630751729437,True,COMPLETE
258,52.86,2025-01-20 08:19:47.219339,2025-01-20 08:21:32.369968,0 days 00:01:45.150629,1.2759218034722435,1.8035156148791371,0.491861789744631,0.06805458320867484,69,5,Adam,0.0003120037185152371,1,0.321043248089557,True,COMPLETE
259,53.02,2025-01-20 08:21:10.833283,2025-01-20 08:22:59.750963,0 days 00:01:48.917680,1.281477060748813,1.8041416705566158,0.4884635650213453,0.07532659397553744,72,5,Adam,0.0005293910872200602,1,0.34758895200390055,True,COMPLETE
260,53.1,2025-01-20 08:21:32.447654,2025-01-20 08:23:19.771115,0 days 00:01:47.323461,1.2744017016409774,1.6617683133101373,0.47696018671099616,0.061600521846891486,72,5,Adam,0.0005217174403113734,1,1.405914719203866,True,COMPLETE
261,52.7,2025-01-20 08:22:59.812835,2025-01-20 08:24:51.990109,0 days 00:01:52.177274,1.2877214256800094,1.7697142538310398,0.5332762136564378,0.07877744848837759,72,7,Adam,0.0005209226761482547,1,0.3092794384136237,True,COMPLETE
262,52.790000000000006,2025-01-20 08:23:19.862238,2025-01-20 08:25:14.897683,0 days 00:01:55.035445,1.2737581205269883,1.917139736313299,0.5393599489651663,0.07245597353160765,72,5,Adam,0.0005587386925904649,1,1.4650590182613867,True,COMPLETE
263,52.87,2025-01-20 08:24:52.044326,2025-01-20 08:26:53.866801,0 days 00:02:01.822475,1.2819924904075064,1.9435581844832666,0.47498607631394885,0.06276763533664556,74,5,Adam,0.0005343482131669101,1,0.6112758214879173,True,COMPLETE
264,52.89,2025-01-20 08:25:14.982052,2025-01-20 08:27:10.806444,0 days 00:01:55.824392,1.2226855994441228,1.6887893208921654,0.4757985182377829,0.06543885175800272,74,7,Adam,0.00047696409578429583,1,0.6339442587509058,True,COMPLETE
265,52.910000000000004,2025-01-20 08:26:53.921766,2025-01-20 08:28:22.807457,0 days 00:01:28.885691,1.230842335360164,1.82772925078024,0.47468122946485847,0.09687615919206889,71,7,Adam,0.00028627234199367395,1,0.9365329657547437,True,COMPLETE
266,47.68,2025-01-20 08:27:10.881440,2025-01-20 08:28:40.511747,0 days 00:01:29.630307,0.2682965706140177,1.820589697500245,0.49687680332646084,0.09003037293515546,71,7,Adam,0.00026812185679398327,1,0.9575191363785085,True,COMPLETE
267,52.88,2025-01-20 08:28:22.869983,2025-01-20 08:30:14.023069,0 days 00:01:51.153086,1.1412743219347317,1.6645600481075302,0.49741018800011527,0.06251637531543162,71,5,Adam,0.00038481269738867963,1,1.1533222802439624,True,COMPLETE
268,52.790000000000006,2025-01-20 08:28:40.588023,2025-01-20 08:30:36.104396,0 days 00:01:55.516373,1.141121595085836,1.656320052558785,0.5083244712794018,0.07598305846033147,69,5,Adam,0.0003624391610358968,1,3.041106716585373,True,COMPLETE
269,52.800000000000004,2025-01-20 08:30:14.082655,2025-01-20 08:31:39.664679,0 days 00:01:25.582024,1.0660036328703515,1.715994864172392,0.48393622693626126,0.07576920724083182,69,6,Adam,0.0006108991954157498,1,0.31251400494349857,True,COMPLETE
270,50.49,2025-01-20 08:30:36.181135,2025-01-20 08:32:26.731459,0 days 00:01:50.550324,1.1939112239278342,1.7054236767556206,0.4779617000330281,0.0607196465994722,72,25,Adam,0.0005860788200213863,1,0.292997083555681,True,COMPLETE
271,52.75,2025-01-20 08:31:39.726371,2025-01-20 08:33:36.499719,0 days 00:01:56.773348,1.0196424264707065,1.605901026333647,0.46970339184397647,0.05675447736551864,73,8,Adam,0.00044768214146112897,1,1.4003432213833054,True,COMPLETE
272,52.87,2025-01-20 08:32:26.828706,2025-01-20 08:34:41.959310,0 days 00:02:15.130604,1.271459371566324,1.6057918121976094,0.47040627267257074,0.056438593656943606,75,8,Adam,0.0004922631389383033,1,1.3524498638526758,True,COMPLETE
273,52.93,2025-01-20 08:33:36.559217,2025-01-20 08:35:27.421494,0 days 00:01:50.862277,1.2904355360836883,1.7894887448018326,0.4920278432190173,0.06958262936141571,75,6,Adam,0.00023789485645987066,1,0.7145643196924056,True,COMPLETE
274,52.769999999999996,2025-01-20 08:34:42.028741,2025-01-20 08:37:00.546489,0 days 00:02:18.517748,1.0955422998367788,1.7758175190753251,0.5124375330811918,0.06780642015150401,70,6,Adam,0.00022465787567400446,1,0.8289903017385779,True,COMPLETE
275,52.739999999999995,2025-01-20 08:35:27.487924,2025-01-20 08:37:11.459945,0 days 00:01:43.972021,1.0932752135197468,1.6705946757043661,0.5136385277238602,0.048614114105906776,70,5,Adam,0.00032450274536520966,1,0.8472117013830069,True,COMPLETE
276,52.89,2025-01-20 08:37:00.633277,2025-01-20 08:38:39.679940,0 days 00:01:39.046663,1.241260938853631,1.6738748526782627,0.4635185072319658,0.05054830850328823,73,5,Adam,0.00033242695790917606,1,0.5494201018388765,True,COMPLETE
277,52.81,2025-01-20 08:37:11.516252,2025-01-20 08:39:04.973731,0 days 00:01:53.457479,1.2358511290292618,1.7294941378236732,0.4592535616167855,0.05224104097020327,73,7,Adam,0.0001550289833783444,1,1.1495940060519072,True,COMPLETE
278,52.910000000000004,2025-01-20 08:38:39.746231,2025-01-20 08:40:42.208872,0 days 00:02:02.462641,1.2030994293853055,1.8688844485488474,0.48323515677870643,0.043867146627333736,68,7,Adam,0.00015711796451369227,1,1.2166263664313122,True,COMPLETE
279,52.769999999999996,2025-01-20 08:39:05.036882,2025-01-20 08:40:53.727374,0 days 00:01:48.690492,1.1896424091027575,1.8726907097340044,0.4895635676473832,0.04478430155540414,65,7,Adam,0.0006193055458335752,1,4.877175028522505,True,COMPLETE
280,52.629999999999995,2025-01-20 08:40:42.303623,2025-01-20 08:42:49.408412,0 days 00:02:07.104789,1.1394322990194201,1.6293251085662381,0.49314866846015104,0.059980602422515246,65,8,Adam,0.0006513959678841509,1,1.5433875560594945,True,COMPLETE
281,52.96999999999999,2025-01-20 08:40:53.788621,2025-01-20 08:42:31.818766,0 days 00:01:38.030145,1.1483965138459764,1.6345964754990905,0.4529695714413141,0.060010629113464074,71,6,Adam,0.00043183332303348664,1,0.4131978275034007,True,COMPLETE
282,52.739999999999995,2025-01-20 08:42:31.876614,2025-01-20 08:44:14.899801,0 days 00:01:43.023187,1.302871471725054,1.6425023302146964,0.45186042905428864,0.06167164915371463,72,10,Adam,0.0004165139255673211,1,2.4399605070181356,True,COMPLETE
283,52.82,2025-01-20 08:42:49.495744,2025-01-20 08:44:54.894015,0 days 00:02:05.398271,1.3114043275649236,1.6393596314669936,0.4528528443242667,0.0834610085793472,72,9,Adam,0.0003936060405532971,1,0.2873553831446328,True,COMPLETE
284,53.059999999999995,2025-01-20 08:44:14.954842,2025-01-20 08:46:04.232146,0 days 00:01:49.277304,1.3206672978852707,1.5837419266737114,0.45083396722728053,0.06722752368931803,71,5,Adam,0.00047724342042413547,1,0.10883589338578076,True,COMPLETE
285,52.849999999999994,2025-01-20 08:44:54.973933,2025-01-20 08:48:01.413589,0 days 00:03:06.439656,1.250194402089346,1.5739422045166434,0.5038289841263259,0.05618946138623243,70,5,Adam,0.0004984528278515626,1,0.6283582017356757,True,COMPLETE
286,52.99,2025-01-20 08:46:04.297916,2025-01-20 08:47:44.952574,0 days 00:01:40.654658,1.3355959280686,1.5817171293744066,0.4454956079705862,0.07492181062115286,70,5,Adam,0.0005000759724716301,1,0.28408107953853584,True,COMPLETE
287,52.94,2025-01-20 08:47:45.012068,2025-01-20 08:49:23.263798,0 days 00:01:38.251730,1.3460012679339435,1.5661532898518404,0.44240653471305147,0.07593648066000856,70,4,Adam,0.0005177491336008276,1,1.9530447268802829,True,COMPLETE
288,52.959999999999994,2025-01-20 08:48:01.513597,2025-01-20 08:50:03.563173,0 days 00:02:02.049576,1.3307897059519764,1.5810321800427494,0.4430434926351896,0.0771965646066181,71,4,Adam,0.00047456733334088057,1,1.943343313943567,True,COMPLETE
289,53.1,2025-01-20 08:49:23.312823,2025-01-20 08:51:06.201005,0 days 00:01:42.888182,1.3179480909423746,1.5947306043890122,0.44151769568621685,0.06775914785044213,71,5,Adam,0.00045588677849454077,1,0.1282294560469665,True,COMPLETE
290,53.02,2025-01-20 08:50:03.656262,2025-01-20 08:51:52.747697,0 days 00:01:49.091435,1.2892335305520395,1.5922881161676044,0.4557281775007217,0.06863845029584398,71,5,Adam,0.0005563246713909199,1,0.18879213550238222,True,COMPLETE
291,52.93,2025-01-20 08:51:06.269309,2025-01-20 08:53:21.747354,0 days 00:02:15.478045,1.3207852937162299,1.606105265123223,0.443174978754438,0.06574397032141487,74,5,Adam,0.0005946987381422129,1,0.3820804812405726,True,COMPLETE
292,52.980000000000004,2025-01-20 08:51:52.844201,2025-01-20 08:53:46.303700,0 days 00:01:53.459499,1.3275400207672048,1.6011864214458893,0.45853618219667625,0.08499795573135725,71,5,Adam,0.0003454794040246745,1,0.13516725701755022,True,COMPLETE
293,53.03,2025-01-20 08:53:21.806254,2025-01-20 08:55:03.314418,0 days 00:01:41.508164,1.297400468407437,1.59868581521439,0.4589308750485331,0.08288678005252126,71,5,Adam,0.0003691503853994754,1,0.1000276906969387,True,COMPLETE
294,53.059999999999995,2025-01-20 08:53:46.412158,2025-01-20 08:55:36.471914,0 days 00:01:50.059756,1.2953486016653548,1.5674326401106182,0.45855618540689164,0.0993756922401421,68,4,Adam,0.00030114086474206277,1,0.14887398974988608,True,COMPLETE
295,52.96999999999999,2025-01-20 08:55:03.384881,2025-01-20 08:56:42.585399,0 days 00:01:39.200518,1.349987063781441,1.5427110833738962,0.4635273028868589,0.08859586387668271,68,4,Adam,0.0003148211958891948,1,0.11105543604979265,True,COMPLETE
296,52.93,2025-01-20 08:55:36.586951,2025-01-20 08:57:38.163333,0 days 00:02:01.576382,1.3549757951063282,1.580057142149695,0.4407781966972158,0.09846339964677245,68,4,Adam,0.0003009921989792404,1,0.10030766078524977,True,COMPLETE
297,48.58,2025-01-20 08:56:42.655357,2025-01-20 08:58:18.186309,0 days 00:01:35.530952,1.3142058091138755,1.5791207996606385,0.43329283300772903,0.08902765278508651,70,33,Adam,0.00028107817639441766,1,0.28696259171185734,True,COMPLETE
298,52.959999999999994,2025-01-20 08:57:38.253497,2025-01-20 08:59:35.412476,0 days 00:01:57.158979,1.306523570478437,1.5943970751096808,0.437867004961712,0.08505909093033542,70,4,Adam,0.0002117633305893081,1,0.3490120095393955,True,COMPLETE
299,53.010000000000005,2025-01-20 08:58:18.261317,2025-01-20 09:00:06.436567,0 days 00:01:48.175250,1.2968482692891738,1.6043733678706484,0.45373216977953146,0.0788804750510493,71,4,Adam,0.00035616497814062954,1,0.10168369351501758,True,COMPLETE
300,52.959999999999994,2025-01-20 08:59:35.508266,2025-01-20 09:01:22.290673,0 days 00:01:46.782407,1.3009642973733138,1.528886860896447,0.46014156119256444,0.09729589448773135,74,4,Adam,0.0003620414089269097,1,0.46494044252949607,True,COMPLETE
301,52.959999999999994,2025-01-20 09:00:06.510840,2025-01-20 09:01:39.777229,0 days 00:01:33.266389,1.2919008047870655,1.523349212136852,0.4578339855633834,0.08238120220141158,74,4,Adam,0.00035700175693403907,1,0.11546535438984928,True,COMPLETE
302,52.980000000000004,2025-01-20 09:01:22.384460,2025-01-20 09:03:17.341210,0 days 00:01:54.956750,1.3375459844837212,1.573468755652389,0.45480147127606974,0.07843931138948887,72,5,Adam,0.0002468076384300582,1,0.17400620277055637,True,COMPLETE
303,52.96999999999999,2025-01-20 09:01:39.848583,2025-01-20 09:03:20.760113,0 days 00:01:40.911530,1.3386314699524489,1.5970311121732226,0.46834141159456316,0.08202246249582994,71,5,Adam,0.0001902534777159655,1,0.10221443545187774,True,COMPLETE
304,53.03,2025-01-20 09:03:17.427451,2025-01-20 09:05:17.264842,0 days 00:01:59.837391,1.2866665486073483,1.603973926455856,0.4491869862398839,0.08572252253017136,71,5,Adam,0.0003666974742711164,1,0.5909818038970402,True,COMPLETE
305,53.02,2025-01-20 09:03:20.833096,2025-01-20 09:05:03.944176,0 days 00:01:43.111080,1.2721210210587748,1.610265675768223,0.44627118028583174,0.07503499575583993,71,5,Adam,0.00027021053054335003,1,0.5564289382434465,True,COMPLETE
306,52.88,2025-01-20 09:05:04.013587,2025-01-20 09:06:37.322660,0 days 00:01:33.309073,1.2807676917798607,1.6449897145975256,0.44213400279164095,0.07273255013627272,73,3,Adam,0.00026329958056432794,1,0.5541304243432925,True,COMPLETE
307,52.849999999999994,2025-01-20 09:05:17.358479,2025-01-20 09:06:52.623738,0 days 00:01:35.265259,1.2821862994160453,1.6131911738079265,0.44598218438973436,0.07329172442313092,73,3,Adam,0.00028492135569477777,1,0.5651310602995538,True,COMPLETE
308,52.849999999999994,2025-01-20 09:06:37.393861,2025-01-20 09:08:48.088660,0 days 00:02:10.694799,1.2761461386345343,1.6130437914496405,0.47501311671477414,0.09854782779844673,73,4,Adam,0.0002743032891732467,1,2.756732357931539,True,COMPLETE
309,53.010000000000005,2025-01-20 09:06:52.709604,2025-01-20 09:08:59.956918,0 days 00:02:07.247314,1.3658096993841922,1.499729204004461,0.4701666362279136,0.08574015913219482,75,4,Adam,0.0003540220369180995,1,2.7966140234291768,True,COMPLETE
310,51.89,2025-01-20 09:08:48.148482,2025-01-20 09:10:33.354558,0 days 00:01:45.206076,1.3724263413292623,1.5582998117195601,0.6221047705912297,0.09128177738382444,75,4,Adam,0.00038490326797284376,1,0.3294309184442389,True,COMPLETE
311,52.99,2025-01-20 09:09:00.047778,2025-01-20 09:10:37.162319,0 days 00:01:37.114541,1.3737740738142905,1.4910013749499025,0.4733262556764712,0.08637083493593013,75,4,Adam,0.0003582754378364994,1,2.4337142112997325,True,COMPLETE
312,53.04,2025-01-20 09:10:33.420923,2025-01-20 09:12:05.340528,0 days 00:01:31.919605,1.3612418176560173,1.483776569126047,0.47297952504937774,0.07746341413663495,75,4,Adam,0.0002217115205200414,1,2.6890923379501257,True,COMPLETE
313,52.99,2025-01-20 09:10:37.256279,2025-01-20 09:12:17.508171,0 days 00:01:40.251892,1.3589662287434723,1.5184483958977444,0.47615056508257514,0.08277809543440995,75,4,Adam,0.00019419048284551377,1,2.492341535568653,True,COMPLETE
314,52.93,2025-01-20 09:12:05.412101,2025-01-20 09:13:59.532306,0 days 00:01:54.120205,1.3045661319692161,1.4764984840835926,0.4756074327918122,0.07317431637975184,75,5,Adam,0.00018348751057682537,1,2.6417966461440128,True,COMPLETE
315,52.32,2025-01-20 09:12:17.609388,2025-01-20 09:13:08.946480,0 days 00:00:51.337092,1.3001882090406078,1.4630576431761404,0.48026752956334434,0.0724637108610344,9,5,Adam,0.00012428365391883088,1,3.252182602449345,True,COMPLETE
316,52.839999999999996,2025-01-20 09:13:09.026656,2025-01-20 09:15:10.071555,0 days 00:02:01.044899,1.2735049415481816,1.5124492338210958,0.5277273093245617,0.07566081605955109,72,5,Adam,0.00023153682013204608,1,2.271623952445324,True,COMPLETE
317,52.94,2025-01-20 09:13:59.600616,2025-01-20 09:15:47.842602,0 days 00:01:48.241986,1.2658533796057068,1.5446443427804573,0.521234672970976,0.07806327755018574,72,5,Adam,0.00023544838522984355,1,0.36386474156545934,True,COMPLETE
318,52.769999999999996,2025-01-20 09:15:10.173349,2025-01-20 09:17:11.499911,0 days 00:02:01.326562,1.371018427147159,1.594136007548735,0.505978224776262,0.09080451235904488,71,3,Adam,0.00029848445549842593,1,3.022250709779205,True,COMPLETE
319,49.41,2025-01-20 09:15:47.902623,2025-01-20 09:17:18.672546,0 days 00:01:30.769923,1.369479412607557,1.580202713611894,0.5037767234584095,0.09131002424204368,73,30,Adam,0.000306829741614146,1,1.6501555635882574,True,COMPLETE
320,51.370000000000005,2025-01-20 09:17:11.574364,2025-01-20 09:19:02.933562,0 days 00:01:51.359198,1.3293974317368888,1.5643195141626358,0.46536434931523324,0.06739045154654966,74,19,Adam,0.00032222237639664426,1,0.3285266807492034,True,COMPLETE
321,52.949999999999996,2025-01-20 09:17:18.735421,2025-01-20 09:19:14.090882,0 days 00:01:55.355461,1.329894852589563,1.5612923118577935,0.4603843419568269,0.06729043705514187,74,4,Adam,0.0003973442006915347,1,0.34976175031254797,True,COMPLETE
322,53.04,2025-01-20 09:19:03.033664,2025-01-20 09:21:22.708031,0 days 00:02:19.674367,1.31985988105446,1.5420073212248586,0.4580935643977504,0.06778593017073335,70,4,Adam,0.0003794301129074041,1,0.597730352243953,True,COMPLETE
323,52.980000000000004,2025-01-20 09:19:14.161351,2025-01-20 09:20:42.759210,0 days 00:01:28.597859,1.2499703124427426,1.5099505814746323,0.48540026754347587,0.0992319896504453,71,5,Adam,0.000535360805790697,1,0.6050342602117672,True,COMPLETE
324,53.010000000000005,2025-01-20 09:20:42.827350,2025-01-20 09:22:41.457022,0 days 00:01:58.629672,1.2867991531338736,1.446629545041195,0.45037094051528165,0.0790338166136494,70,4,Adam,0.00043090506964211443,1,0.4942905201992822,True,COMPLETE
325,52.38,2025-01-20 09:21:22.790873,2025-01-20 09:23:40.567865,0 days 00:02:17.776992,1.2889429527317005,1.6640443946830878,0.5642179585761137,0.06733206223327177,73,3,Adam,0.00040525188160049045,1,0.4812160703022095,True,COMPLETE
326,52.99,2025-01-20 09:22:41.514515,2025-01-20 09:24:16.741093,0 days 00:01:35.226578,1.2942426411916488,1.4729283279435135,0.4561502564544377,0.08225998176810512,70,3,Adam,0.0003954950685518228,1,2.822815027384481,True,COMPLETE
327,53.010000000000005,2025-01-20 09:23:40.654097,2025-01-20 09:25:42.177415,0 days 00:02:01.523318,1.2939305731911124,1.4614796494970765,0.45366044403454525,0.0804069134249817,70,3,Adam,0.0003756548166202557,1,2.8535381895629675,True,COMPLETE
328,52.580000000000005,2025-01-20 09:24:16.811318,2025-01-20 09:26:00.073124,0 days 00:01:43.261806,1.8313450356085843,1.4457195211292242,0.43176721858066675,0.08197057330254874,70,4,Adam,0.00044372383359207935,1,0.7944420158853935,True,COMPLETE
329,52.81,2025-01-20 09:25:42.272355,2025-01-20 09:27:30.153641,0 days 00:01:47.881286,1.3878757558402737,1.430837245172761,0.4336913678998378,0.08234811391199129,70,2,Adam,0.0005740154338067665,1,0.7651187254756282,True,COMPLETE
330,52.739999999999995,2025-01-20 09:26:00.133825,2025-01-20 09:27:34.345282,0 days 00:01:34.211457,1.4134245593496508,1.419227585241887,0.4508915340338145,0.08862770432510969,70,2,Adam,0.0005694606703313394,1,2.8934644953366355,True,COMPLETE
331,52.66,2025-01-20 09:27:30.250861,2025-01-20 09:30:04.546332,0 days 00:02:34.295471,1.3165919343028951,1.484828628327385,0.45933483591061036,0.0896821189620685,68,2,Adam,0.0003398765030412673,1,2.8692505455246615,True,COMPLETE
332,52.86,2025-01-20 09:27:34.407774,2025-01-20 09:29:05.738451,0 days 00:01:31.330677,1.321599716301645,1.4782939991169164,0.46737260522935664,0.07055811358251327,69,3,Adam,0.0003057929457104136,1,3.3055353919467594,True,COMPLETE
333,51.4,2025-01-20 09:29:05.795318,2025-01-20 09:30:48.794512,0 days 00:01:42.999194,1.2703064886188264,1.5157794777340066,0.6523012768252477,0.09994403232871887,68,4,Adam,0.00034824399531100856,1,2.5847908125626584,True,COMPLETE
334,53.010000000000005,2025-01-20 09:30:04.663429,2025-01-20 09:31:42.932907,0 days 00:01:38.269478,1.273909807174791,1.528829253493363,0.4280333826741382,0.09924631186003387,75,4,Adam,0.00047826125538642214,1,3.9029330710233934,True,COMPLETE
335,53.059999999999995,2025-01-20 09:30:48.866846,2025-01-20 09:32:24.054284,0 days 00:01:35.187438,1.283616647161012,1.5509488148681014,0.44669505490158595,0.07666378901496687,75,4,Adam,0.8516831921123772,1,1.0660262798820601,True,COMPLETE
336,52.92,2025-01-20 09:31:43.012366,2025-01-20 09:33:57.121172,0 days 00:02:14.108806,1.363070802061602,1.5406162801660948,0.4242170193735816,0.07628212816543516,75,3,Adam,0.00046595856507422834,2,1.0252671476897985,True,COMPLETE
337,51.7,2025-01-20 09:32:24.128205,2025-01-20 09:34:16.220421,0 days 00:01:52.092216,1.342975403971133,1.5473770259712754,0.4416021668795887,0.07497807434625006,75,17,Adam,0.00026203395284523365,2,1.2941334149916557,True,COMPLETE
338,51.73,2025-01-20 09:33:57.221978,2025-01-20 09:35:26.834355,0 days 00:01:29.612377,1.3461927940211533,1.4361871473584265,0.4374824811294642,0.06742969798407757,72,16,Adam,0.11224531847265629,1,1.1164265180302941,True,COMPLETE
339,52.93,2025-01-20 09:34:16.289162,2025-01-20 09:35:49.715894,0 days 00:01:33.426732,1.3020959345475247,1.6126138303602715,0.44814990814836186,0.06627972770740422,72,4,Adam,0.3516096370249606,1,1.1177453719387311,True,COMPLETE
340,52.99,2025-01-20 09:35:26.922172,2025-01-20 09:37:39.885961,0 days 00:02:12.963789,1.301371052628276,1.6075693936894961,0.4522118186375767,0.07934076879063746,71,4,Adam,0.0006593302126962762,1,0.6813328471242432,True,COMPLETE
341,52.800000000000004,2025-01-20 09:35:49.776738,2025-01-20 09:37:36.814408,0 days 00:01:47.037670,1.3028565051690713,1.489068960518324,0.46567603449649414,0.08012358219555021,71,3,Adam,0.0006764930667324306,1,5.9839263687898585,True,COMPLETE
342,52.900000000000006,2025-01-20 09:37:36.871427,2025-01-20 09:39:10.017045,0 days 00:01:33.145618,1.3940759451430333,1.565898465721234,0.44854713972015636,0.08036325859210201,74,4,Adam,0.0003885033463128482,1,0.5958349948033035,True,COMPLETE
343,52.75,2025-01-20 09:37:39.972586,2025-01-20 09:39:32.054653,0 days 00:01:52.082067,1.2376373936034455,1.5732498697736699,0.4048716226112636,0.07026386681825533,73,3,Adam,0.008729649266693734,1,1.53231750697643,True,COMPLETE
344,47.370000000000005,2025-01-20 09:39:10.081228,2025-01-20 09:40:50.653245,0 days 00:01:40.572017,1.2592087619340735,1.5209229948473773,0.40868594659224194,0.06989281374985314,73,39,Adam,0.00029146643672037866,1,1.497627731214874,True,COMPLETE
345,52.83,2025-01-20 09:39:32.159877,2025-01-20 09:41:39.457695,0 days 00:02:07.297818,1.27284283726938,1.5201254107986144,0.4221926684916858,0.08830065646007247,70,2,Adam,0.00027486094169290614,1,3.6590937729969246,True,COMPLETE
346,52.89,2025-01-20 09:40:50.720623,2025-01-20 09:42:21.918295,0 days 00:01:31.197672,1.281565505304958,1.6327567338154316,0.4278432120433498,0.08771993057399538,61,5,Adam,0.0004223911371380319,1,3.6601252467019707,True,COMPLETE
347,53.02,2025-01-20 09:41:39.539435,2025-01-20 09:43:27.659198,0 days 00:01:48.119763,1.3466320583969424,1.6073344396750453,0.4714386299622278,0.06389381585701014,60,5,Adam,0.00041745763355734264,1,0.9016542433423858,True,COMPLETE
348,51.67,2025-01-20 09:42:21.981784,2025-01-20 09:44:19.850118,0 days 00:01:57.868334,1.351077762010048,0.2858040166657356,0.46611531401173417,0.07478534395293311,67,4,Adam,0.0003603927116950228,1,0.9245063496268102,True,COMPLETE
349,52.78,2025-01-20 09:43:27.759879,2025-01-20 09:45:32.869106,0 days 00:02:05.109227,1.36086825158752,1.618573943934896,0.47486737697906006,0.06659849332171286,74,5,Adam,0.0005006469910468481,1,0.8620614371264452,True,COMPLETE
350,52.89,2025-01-20 09:44:19.922896,2025-01-20 09:46:17.343282,0 days 00:01:57.420386,1.4132669821720139,1.61897248009449,0.47780859586870067,0.06490750873122732,60,5,Adam,0.0004918507880037091,1,0.5479483022870852,True,COMPLETE
351,50.33,2025-01-20 09:45:32.962775,2025-01-20 09:46:59.268489,0 days 00:01:26.305714,1.4186156193838027,1.6540951167549658,0.7604162392696687,0.06349116534266483,69,5,Adam,0.000577681291021078,1,4.600409306214994,True,COMPLETE
352,52.94,2025-01-20 09:46:17.396836,2025-01-20 09:48:11.490605,0 days 00:01:54.093769,1.2252335597720205,1.6580437407061714,0.39027915200754926,0.06493818799910005,60,5,Adam,0.000613715301201249,1,4.500950332882434,True,COMPLETE
353,52.23,2025-01-20 09:46:59.367752,2025-01-20 09:48:33.853403,0 days 00:01:34.485651,1.329589367899874,1.5849478465331142,0.5858769165882347,0.07146792843319975,61,5,Adam,0.21983249417381412,1,0.10122676887489519,True,COMPLETE
354,52.99,2025-01-20 09:48:11.563030,2025-01-20 09:50:09.839133,0 days 00:01:58.276103,1.3313972513351995,1.5621720210981003,0.4411690072721477,0.0728496846511354,72,4,Adam,0.000419764318737682,1,1.2530562572649875,True,COMPLETE
355,52.980000000000004,2025-01-20 09:48:33.955410,2025-01-20 09:50:35.633434,0 days 00:02:01.678024,1.3825724178901493,1.543220529518179,0.438964776265703,0.08875645651139963,72,4,Adam,0.00023021414527566583,1,1.2349861212238553,True,COMPLETE
