number,value,datetime_start,datetime_complete,duration,params_centroids_new_old_ratio,params_gamma_1,params_gamma_2,params_lambda,params_lr,params_n_clusters,params_n_points,params_optimizer,params_reg_lambda,params_reg_type,params_tanh_x,params_use_tanh,state
323,52.949999999999996,2025-01-17 21:17:45.865837,2025-01-17 21:21:29.566533,0 days 00:03:43.700696,0.28599496428526927,0.9591443550796527,0.9916278782015058,0.4799146746966909,0.03609577266004497,19,3,SGD,0.5900876446420649,1,9.887244434607886,True,COMPLETE
324,53.04,2025-01-17 21:19:17.290037,2025-01-17 21:24:44.040490,0 days 00:05:26.750453,0.28168587173001824,0.955569904327764,1.1506317880115906,0.4134114945557057,0.0449150025621532,19,3,SGD,0.0049267625946473265,1,8.458762708714332,True,COMPLETE
325,49.66,2025-01-17 21:21:29.640337,2025-01-17 21:24:24.640795,0 days 00:02:55.000458,0.36190842380591776,0.8563324484449829,1.1506678289376957,0.7016216636211827,0.04430655548422424,16,4,Adam,0.005695397891001796,1,,False,COMPLETE
326,52.61,2025-01-17 21:24:24.700675,2025-01-17 21:29:24.391267,0 days 00:04:59.690592,0.266056972597672,0.9112238533051338,1.0701057380314456,0.41378554308184834,0.029727579045790098,12,4,SGD,0.0114545776171272,0,,False,COMPLETE
327,52.64,2025-01-17 21:24:44.123176,2025-01-17 21:40:27.779523,0 days 00:15:43.656347,0.26452159664189945,0.9121022962111983,1.0566002780560666,0.43094289799958796,0.0007360020334696755,12,4,SGD,0.0036396388186816,0,,False,COMPLETE
328,52.980000000000004,2025-01-17 21:29:24.452066,2025-01-17 21:35:24.481361,0 days 00:06:00.029295,0.2937231758736189,1.0214728690195856,1.0192698395649136,0.44183637799343134,0.0006808632517175517,16,4,SGD,0.5262073030101672,1,,False,COMPLETE
329,0.0,2025-01-17 21:35:24.552378,2025-01-17 21:44:39.000196,0 days 00:09:14.447818,0.4373016866604758,0.9253793565853095,0.9158325873453862,0.43280521478677586,0.000543529916635374,20,2,SGD,0.6622074497887748,0,9.152640054312878,True,COMPLETE
330,50.5,2025-01-17 21:40:27.880935,2025-01-17 21:43:59.676790,0 days 00:03:31.795855,0.24260710947689323,1.0867840204206525,0.9136617343489137,0.46187554637226624,0.051235773560771705,18,11,SGD,0.657287813603221,1,8.124116053484101,True,COMPLETE
331,48.76,2025-01-17 21:43:59.770129,2025-01-17 21:51:28.630041,0 days 00:07:28.859912,0.43502290274236044,0.9396910564420734,0.9801774536237229,0.779361742209165,0.0005363218343196396,20,2,SGD,0.400621447968272,1,9.190309442076089,True,COMPLETE
332,52.839999999999996,2025-01-17 21:44:39.052618,2025-01-17 21:48:36.005681,0 days 00:03:56.953063,0.3115477724957218,0.7939497433885605,0.9811489629668404,0.4540313773398054,0.035607445625655806,17,3,SGD,0.9970641490961751,1,,False,COMPLETE
333,48.42,2025-01-17 21:48:36.075001,2025-01-17 21:51:29.751965,0 days 00:02:53.676964,0.3448760853435898,0.8848966247528364,1.0060761126032873,0.7805506145712056,0.031011974778367507,15,4,SGD,0.43562387396841773,1,9.5786508927472,True,COMPLETE
334,51.739999999999995,2025-01-17 21:51:28.713244,2025-01-17 21:58:43.439085,0 days 00:07:14.725841,0.33631612417920337,0.8503972364868168,1.1117944322296471,0.3032023327418916,0.04218084576128914,15,4,SGD,0.45377739423365243,1,,False,COMPLETE
335,47.599999999999994,2025-01-17 21:51:29.821311,2025-01-17 21:55:39.437741,0 days 00:04:09.616430,0.2756615538315249,0.9888312022788431,1.0371218680810421,0.4060801645353604,0.04089895194946041,32,22,SGD,0.7935575535055931,0,,False,COMPLETE
336,53.059999999999995,2025-01-17 21:55:39.499454,2025-01-17 21:59:33.939906,0 days 00:03:54.440452,0.33394682565455547,1.0584858948594944,1.1129908087705969,0.4421072687143779,0.02699841444814461,18,3,SGD,0.5433958441401749,1,,False,COMPLETE
337,52.39,2025-01-17 21:58:43.522389,2025-01-17 22:05:24.600375,0 days 00:06:41.077986,0.2992794185179414,1.0644935608361994,0.9471707800311402,0.34219758754844665,0.027587887027153937,18,3,SGD,0.5595401188337787,1,,False,COMPLETE
338,52.21,2025-01-17 21:59:34.002808,2025-01-17 22:06:57.123208,0 days 00:07:23.120400,0.2958167054025465,1.0291703797295713,0.954283107019109,0.34110354364691664,0.037137682505687025,17,3,SGD,0.8756298046393611,1,4.11082842541018,True,COMPLETE
339,52.64,2025-01-17 22:05:24.684180,2025-01-17 22:13:02.105523,0 days 00:07:37.421343,0.24952684301058475,1.024308068941536,1.0203319127928807,0.38700386710602275,0.056579013262282256,21,5,SGD,0.7204395764812638,0,3.6411517217977867,True,COMPLETE
340,49.14,2025-01-17 22:06:57.187485,2025-01-17 22:10:46.746278,0 days 00:03:49.558793,0.31543149003608983,0.9581113022903258,0.8562589041761094,0.42316051843818064,0.057841513906591126,21,14,SGD,0.6945606328767986,0,8.892748688605824,True,COMPLETE
341,52.87,2025-01-17 22:10:46.811000,2025-01-17 22:13:57.722129,0 days 00:03:10.911129,0.3625534419682986,1.1105212767650112,1.014765170032843,0.4698261545152508,0.033014076102594686,16,4,SGD,0.2895868521050634,1,,False,COMPLETE
342,52.96999999999999,2025-01-17 22:13:02.185799,2025-01-17 22:18:22.570771,0 days 00:05:20.384972,0.22031548362802916,0.88970020496195,1.079735638257902,0.4671187932557015,0.03287441069983984,19,3,SGD,0.34891846981524505,1,,False,COMPLETE
343,53.05,2025-01-17 22:13:57.795412,2025-01-17 22:21:16.031322,0 days 00:07:18.235910,0.2797095054917356,0.8926962341157956,1.0754446743062829,0.4441873149152109,0.0007162093835309782,19,3,SGD,0.3763941884914745,1,,False,COMPLETE
344,51.849999999999994,2025-01-17 22:18:22.664693,2025-01-17 22:34:27.551648,0 days 00:16:04.886955,0.2818564596179438,0.9743282050934285,0.20008384169086324,0.4446854303188753,0.0006224510581322736,19,3,SGD,0.0023959206278318912,1,7.730906833075191,True,COMPLETE
345,52.580000000000005,2025-01-17 22:21:16.096565,2025-01-17 22:25:02.618731,0 days 00:03:46.522166,0.7585268711257349,0.972794843157132,0.9079428830485816,0.4954621623755919,0.0005927448707797107,15,4,Adam,0.5614483212774127,0,4.845605735012779,True,COMPLETE
346,53.03,2025-01-17 22:25:02.691233,2025-01-17 22:28:08.027132,0 days 00:03:05.335899,0.25928754862035597,0.9363772765360118,0.9704706313557967,0.42192236692009505,0.047991772568016025,16,4,SGD,0.8627587011744993,1,8.603130591384147,True,COMPLETE
347,52.52,2025-01-17 22:28:08.084587,2025-01-17 22:34:42.149572,0 days 00:06:34.064985,0.3179374403830321,1.0019359374649104,1.0386615827243484,0.4060899706381936,0.0008004603661115007,23,2,SGD,0.6234322115100656,1,,False,COMPLETE
348,53.010000000000005,2025-01-17 22:34:27.624579,2025-01-17 22:43:36.118440,0 days 00:09:08.493861,0.32140730893353725,0.8481597425304145,1.0455566775668461,0.42809805670229134,0.0008025408228337534,17,4,SGD,0.6213867017274205,0,,False,COMPLETE
349,52.959999999999994,2025-01-17 22:34:42.224136,2025-01-17 22:38:39.261133,0 days 00:03:57.036997,0.2986835254010925,0.8353006464629397,0.9947376794413114,0.4274696299647079,0.038375515555408274,17,4,SGD,0.5059322295971311,0,,False,COMPLETE
350,52.78,2025-01-17 22:38:39.319335,2025-01-17 22:41:38.367104,0 days 00:02:59.047769,0.8890691684278338,0.924716421789425,0.9361444563130323,0.4560007724236846,0.04317285691439739,13,4,SGD,0.725788285181149,1,9.42876341017196,True,COMPLETE
351,52.959999999999994,2025-01-17 22:41:38.430525,2025-01-17 22:45:51.139041,0 days 00:04:12.708516,0.4204613497747606,0.8693367784928699,0.8906039426099981,0.4347596451871187,0.03566146156676382,18,3,SGD,0.4599504501253585,1,,False,COMPLETE
352,52.980000000000004,2025-01-17 22:43:36.199127,2025-01-17 22:59:04.244934,0 days 00:15:28.045807,0.2399832926101436,0.9980863006568417,0.8894003864926411,0.4008707867263257,0.01408844078798795,18,3,SGD,0.00016479905859490002,1,8.380414585512487,True,COMPLETE
353,52.86,2025-01-17 22:45:51.208625,2025-01-17 23:00:11.562393,0 days 00:14:20.353768,0.23215099760011781,0.9549117825407691,0.9712947191830311,0.4021557123008432,0.023322817470453575,21,5,SGD,0.000160622706132336,1,9.810669564121298,True,COMPLETE
354,52.949999999999996,2025-01-17 22:59:04.326900,2025-01-17 23:08:00.335185,0 days 00:08:56.008285,0.2712742967573622,0.9515703564861548,0.95963499711501,0.45436481057624084,0.02280110961473709,15,4,SGD,0.8493414786641696,1,,False,COMPLETE
355,51.739999999999995,2025-01-17 23:00:11.626456,2025-01-17 23:08:41.586989,0 days 00:08:29.960533,0.26604821483256047,0.9121974624049551,0.8391436003539502,0.5799387616999971,0.000672964540240304,15,4,SGD,0.8602174222876616,0,,False,COMPLETE
356,52.82,2025-01-17 23:08:00.430212,2025-01-17 23:18:47.446724,0 days 00:10:47.016512,0.29072999857491516,0.9076335930488327,1.0068154532737927,0.4728811263173091,0.0006647961677362808,20,5,SGD,0.5905766954584757,0,,False,COMPLETE
357,53.0,2025-01-17 23:08:41.654101,2025-01-17 23:11:55.963300,0 days 00:03:14.309199,0.3662250705705684,1.0247638751359887,1.0082033554520653,0.47225009162942244,0.03971200999890382,20,5,SGD,0.5036840300147125,1,9.049147195326299,True,COMPLETE
358,50.970000000000006,2025-01-17 23:18:47.529336,2025-01-17 23:22:58.835768,0 days 00:04:11.306432,0.3398698530187031,1.0797519382490113,1.1889315773540725,0.4179167972747132,0.03001661827539358,5,4,SGD,0.699702763116166,1,8.828197817901833,True,COMPLETE
359,52.690000000000005,2025-01-17 23:22:58.920253,2025-01-17 23:28:29.161897,0 days 00:05:30.241644,0.3103926395591438,0.9897850447206186,1.0430642482105559,0.38189390779668675,0.04613702578951131,17,3,SGD,0.042210722581848034,1,,False,COMPLETE
360,52.790000000000006,2025-01-17 23:28:29.247088,2025-01-17 23:35:13.327273,0 days 00:06:44.080185,0.39186446056747404,0.7673256193471145,0.9251633224188699,0.44598876808797205,0.03668360694156858,16,3,SGD,0.42729716146985874,1,9.624993122969169,True,COMPLETE
361,51.05,2025-01-17 23:35:13.406345,2025-01-17 23:42:42.246983,0 days 00:07:28.840638,0.48749874855165426,1.040667446308081,1.093790974287884,0.26834504224851297,0.051615038477921045,22,2,SGD,0.6146034680931882,0,,False,COMPLETE
362,47.67,2025-01-17 23:42:42.336905,2025-01-17 23:46:40.613457,0 days 00:03:58.276552,0.2894475600091036,0.9477528181671152,0.9684051155665713,0.43588461982832394,0.03237221204466122,19,15,Adam,0.7435050425448859,1,7.235955407324038,True,COMPLETE
363,52.44,2025-01-17 23:46:40.690649,2025-01-17 23:54:13.629432,0 days 00:07:32.938783,0.2580701499595814,0.8870537443781622,1.5694362708109761,0.4902834532797052,0.0005100923232628748,13,4,SGD,0.2669553258009577,1,,False,COMPLETE
364,52.88,2025-01-17 23:54:13.724757,2025-01-18 00:00:41.679324,0 days 00:06:27.954567,0.32950045938147465,0.818398093229409,1.0561482632617918,0.4166140163614914,0.03997226127545065,18,3,SGD,0.993022816031538,0,9.998416067022042,True,COMPLETE
365,53.080000000000005,2025-01-18 00:00:41.753726,2025-01-18 00:09:41.748234,0 days 00:08:59.994508,0.35527202515867434,0.9844104819146237,0.9449529092531385,0.44754607714342576,0.044634630266380676,17,3,SGD,0.5229624502839407,1,,False,COMPLETE
366,52.62,2025-01-18 00:09:41.826357,2025-01-18 00:13:17.117184,0 days 00:03:35.290827,0.3730909590071066,1.0108003214798575,0.9337180487617438,0.5087328519188544,0.04827073954870567,14,4,SGD,0.362537534860992,1,,False,COMPLETE
367,52.88,2025-01-22 14:23:37.108066,2025-01-22 14:24:55.274966,0 days 00:01:18.166900,0.349610505501702,0.977775393730039,0.9124699037246038,0.4533339053454806,0.053553214778992705,16,3,SGD,0.5048504237370182,0,,False,COMPLETE
